make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Daihatsu,Hijet,2017,1150000,5700,Petrol,Automatic,for more information contact me,https://images.olx.com.pk/thumbnails/413200626-800x600.jpeg,None,kaggle_91
Toyota,Corolla Gli,2012,2650000,105000,Petrol,Manual,"Model: 2012
Color: Golden
Milage: ",https://images.olx.com.pk/thumbnails/411915369-800x600.jpeg,None,kaggle_92
Suzuki,Swift,2019,2690000,62000,Petrol,Manual,"front fender shower 
Baki total genuine ha",https://images.olx.com.pk/thumbnails/412889329-800x600.jpeg,None,kaggle_93
Suzuki,Wagon R,2021,2900000,8000,Petrol,Manual,"Wagon R VXL 2021 (ONLY 6600KM just like brand new)
bumper to bumper genuine, 100% genuine low mileage guarantee (this car has been parked for months)
mostly driven on weekends only
maintain from suzuki defence and suzuki margalla motors (complete service history available)
expensive seat covers, tires in excellent condition
car is in excellent condition",https://images.olx.com.pk/thumbnails/390121580-800x600.jpeg,None,kaggle_94
Suzuki,Bolan,2015,850000,46500,Petrol,Manual,"Carry diba Bolan for urgent sale. . . condition 10/9. . . no any work. . . just buy and drive. . . all documents ok. . . alloy rim install with extra tyre. . . what's app contact
",https://images.olx.com.pk/thumbnails/411943122-800x600.jpeg,None,kaggle_95
Daihatsu,Cuore,2008,745000,84512,Petrol,Manual,"Good condition all documents CPLC career Inside original outside shower 03,18,27,66,78,3",https://images.olx.com.pk/thumbnails/411134710-800x600.jpeg,None,kaggle_96
Toyota,Corolla Xli,2007,1650000,150000,Petrol,Manual,"it's in speculation condition 
alloyrim installed 
brand new tyers 
chilled a. c
heater is also working
70% jenion paint
smart led installed 
feul consumption is 18km/ltr on long root and 14/15km/ltr in city with a. c. 
absolutely no work required at all
just buy and drive. . . 
price is almost final.",https://images.olx.com.pk/thumbnails/413922447-800x600.jpeg,None,kaggle_97
Honda,City Idsi,2005,1625000,95000,Petrol,Manual,inner total jenion outer 4 piece shower,https://images.olx.com.pk/thumbnails/414214695-800x600.jpeg,None,kaggle_98
Chevrolet,Joy,2009,900000,107000,Petrol,Manual,"AOA 
I am selling Chevrolet joy 2009 
Car condition 10/9.5

just buye and drive. . 

condition see in pictures
23 Nov ki photo ha. . . 

Smart card 
zero 313+48 , #79755

whasatp massage for more details",https://images.olx.com.pk/thumbnails/412121702-800x600.jpeg,None,kaggle_99
Honda,Civic Oriel,2017,4850000,90000,Petrol,Automatic,like brand new 100% ok,https://images.olx.com.pk/thumbnails/414628963-800x600.jpeg,None,kaggle_100
Toyota,Yaris,2021,4380000,20000,Petrol,Automatic,"Toyota Yaris ATIV X CVT-i 1.5 Excellent Condition 2021
Model: 2021
1st owner
Average 17 KM
Km: 20000
Colour: Brown 
Top of the line Push start 2021 model 
automatic transmission
Bumper to Bumper genuine guaranteed
Company fitted navigation (LCD) and back camera
Top of the line Package
Company fitted Alloy rims,
Central looking
AC is good condition
Leather seats cover
Original return fill is available
Original book is available
All documents complete
Car is look like a zero meter Showroom condition
Contact:- 
0300
269
7916",https://images.olx.com.pk/thumbnails/401322959-800x600.jpeg,None,kaggle_101
Suzuki,Every,2021,3270000,15654,Petrol,Automatic,"Throughout Driven In Japan
Serious Buyers Contact Pls
NOTE (Message or chat only Whatsapp)

*we are providing Brand new japanese cars in all over the Pakistan
*we have Up to date Model's

(Ubaid khan)
Address
G-8, Islamabad
Contact
0312/99/99/010",https://images.olx.com.pk/thumbnails/409227625-800x600.jpeg,None,kaggle_102
Hyundai,Santro,2003,825000,123456,Petrol,Manual,"Bumper to bumper To total Genuan Hyundai Santro Club 2003 model Total Genuan Body ND paint Lush matelik olive green Colour Power Full soundless Smooth ingen VGood pitrol average
Genuan AC+CNG active AC need service CNG installed LHR Nmbr Computerized Nmbr plate smart card Original old or new book file biomatrick available On spot Transfer is must Brand new tyers brand new aloyrims Frnt Hodda Patti diggi doors total Genuan diggi doors bonat seel by seel 100% Inner 100%Total Genuan Outer 100%Total Genuan Brand new Dack tape speakers installed Brand New batry half salf start trouble free Car new sofa seats ready to drive no any work required best for long root gari m kheen Zang tk ni h gari kheen sy 1% Galii ni hoi body wise 10\10 ingen sespenshion wise also 100% ok soundless or smooth drive Like brand New car 100percent non accident Car Macenikly 100percent ok only net cash Waly serious log rabta kren fzool offers mat den sirf home users rabta kren best car for Santro Loverz 
0323
4073
873",https://images.olx.com.pk/thumbnails/413752525-800x600.jpeg,None,kaggle_103
Suzuki,Alto,2004,480000,100000,Cng,Manual,"ASSALAM o Alikum 
Suzuki Alto
2004 Model
registration 21 Nov 2004
karachi No
Cplc clear
long route running
no Engine or heatup problem 
Engine wise perfect
some danting & painting work require in front area
best for family use 
work require in car
Exchange possible",https://images.olx.com.pk/thumbnails/413792965-800x600.jpeg,None,kaggle_104
Kia,Classic,2000,450000,12345,Petrol,Manual,"kia classic
english green coloured 
CNG petrol 
all papers are clear
cplc is also cleared
taxes are paid till 2008
engine is in good condition 10/10
body is in good condition 10/10",https://images.olx.com.pk/thumbnails/411926130-800x600.jpeg,None,kaggle_105
Kia,Spectra,2002,550000,120000,Cng,Manual,Kia Spectra 2002 silver color outside shower inside orignal. own engine ac wroking need gass. company cng but runing only patrol. All documents file cplc tikli number plate orignal. tax updated till 2018 remaning tax buyer will be pay. first come first will sell it to nearest good offer time pas stay away from this add for visitt the car contact zero triple three ,https://images.olx.com.pk/thumbnails/412569503-800x600.jpeg,None,kaggle_106
Suzuki,Mehran Vxr,2012,820000,70000,Petrol,Manual,Sindh number good condition home use,https://images.olx.com.pk/thumbnails/414422668-800x600.jpeg,None,kaggle_107
Daihatsu,Move,2012,2275000,77000,Petrol,Automatic,"Daihatsu Move
Excellent condition 
2012 model 2015 import and registered
Original 100% powerful engine 
Lahore registered 
Original millage 77000
Sparingly used car",https://images.olx.com.pk/thumbnails/399224124-800x600.jpeg,None,kaggle_108
Suzuki,Alto,2021,2350000,70000,Petrol,Manual,"Own my name 
original paint only dry denting
boi on the spot
engine 100% ok 
all ok ha gari",https://images.olx.com.pk/thumbnails/414183145-800x600.jpeg,None,kaggle_109
Suzuki,Mehran Vxr,2006,545000,1234,Petrol,Manual,"Urgent Sale Suzuki Mehran VXR 2006 

Mint Condition 10/10
No any work required. . . 

Working drive Only Petrol 
Petrol Average 17 to 18 km 
Engine 10/10
Ac on working (Need Gas)
New Tubeless Tyre
New Bettry 

Outer Showered 
No major or minor accident
New Seats And Covers
Orignal Number plates
Cpcl clear
Original file complete 
Well Maintained Car 
Just Buy and Drive
Urgent sale
Demand 545/-

Broker Satay Away

Location. . . Gulshan Iqbal block 1 Harmain Royal Residency 

Contact. . O317 - 1,23,56,33",https://images.olx.com.pk/thumbnails/414548657-800x600.jpeg,None,kaggle_110
Suzuki,Wagon R,2018,2100000,122000,Petrol,Manual,"condition 10/9
Wagon R VXR (2018)
Lahore reg
bumper 2 bumper geniun
token life time paid
biometric avaliable
ac chilled 
only serious buyer contact please
buy and drive",https://images.olx.com.pk/thumbnails/411661347-800x600.jpeg,None,kaggle_111
Daihatsu,Hijet,2018,1395000,130000,Petrol,Automatic,"HIJET AUTO 13/18
",https://images.olx.com.pk/thumbnails/411536597-800x600.jpeg,None,kaggle_112
Honda,City Ivtec,2019,4200000,43000,Petrol,Automatic,"2019 model City With wooden interior 
All orignal 
1st owner 
islambad Registered",https://images.olx.com.pk/thumbnails/413905112-800x600.jpeg,None,kaggle_113
Hyundai,Santro,2007,1055000,90000,Petrol,Manual,NEW TYRES POWER STAIRING POWER WINDOWS POWER LOCK OUDIO SYSTEM AC OK,https://images.olx.com.pk/thumbnails/409299352-800x600.jpeg,None,kaggle_114
Daihatsu,Cuore,2001,580000,12378,Petrol,Manual,khurrinwal gari dakhi ja sakti,https://images.olx.com.pk/thumbnails/410588502-800x600.jpeg,None,kaggle_115
Honda,Civic Prosmetic,2010,2600000,92000,Petrol,Automatic,"Honda Civic 2010 Model Reborn
Total in Original Paint bumper shower
Water dripping engine 
Leather Seats
New Tyers 10/10 Yokohama
Minro scratch
Lcd and back cam font cams installed
Full Option
Automatic
Sunroof
92000km driven orginal
Islamabad registration
Smart card
wathsap ",https://images.olx.com.pk/thumbnails/409780837-800x600.jpeg,None,kaggle_116
Suzuki,Cultus Vxr,2008,836999,85421,Petrol,Manual,cultus vxr Efi engine modal 7/8 book fail original life time token inner total original condition outer shawar urgent sail need money serious log rabta Karen Thanks,https://images.olx.com.pk/thumbnails/414388622-800x600.jpeg,None,kaggle_117
Suzuki,Bolan,2014,840000,95500,Petrol,Manual,"ENGINE OK
SUSPENSION OK
TYRES OK
NEW BATTERY 
ORIGINAL DOCUMENTS OK
TOKENS PAID UP TO DEC 23
O,3,4,4,2,4,9,2,3,2,1",https://images.olx.com.pk/thumbnails/387659755-800x600.jpeg,None,kaggle_118
Faw,V2,2018,1550000,75000,Petrol,Manual,documents original tyre 90% engine 100% original AC 100% original gadi 80% original minor touching documents original biometric available everything is ok just buy and drive,https://images.olx.com.pk/thumbnails/412648040-800x600.jpeg,None,kaggle_119
Toyota,Corolla Gli,2009,2225000,250000,Petrol,Manual,ghari bahir se 80% original hai engine ur ghari ander se 100% original condition mai hai neat and clean,https://images.olx.com.pk/thumbnails/414445393-800x600.jpeg,None,kaggle_120
Hyundai,Santro,2006,970000,80000,Petrol,Manual,Hyundai santro GV inner total original book file original new tyre alarm steering power first window power engine okay AC on outer 4 piece shower chhatra original diggi original bonut original,https://images.olx.com.pk/thumbnails/412084597-800x600.jpeg,None,kaggle_121
Toyota,Corolla Gli,2016,3000000,94000,Petrol,Manual,"corolla gli 2017 manual transmission 
Front accidental he
bonut, front bumper and right fender new installed. front and back new screen installed. 
roof and front left door is painted
engine was not damaged and is in original and good state
everything else is genuine
interior is total genuine 
only accidental other wise family used
no issue 
just buy and drive 
engine 100 percent All OK
no foolish offers. only serious buyers contact",https://images.olx.com.pk/thumbnails/412803138-800x600.jpeg,None,kaggle_122
Toyota,Corolla Xli,2008,2100000,150000,Petrol,Manual,"Genuine car from inside out . in it's original colour . no repaint no shower . 
 normal touching  . . fully maintain car new tyres. . car can be seen in sohawa city",https://images.olx.com.pk/thumbnails/404400648-800x600.jpeg,None,kaggle_123
Toyota,Corolla Gli,2012,2400000,230000,Petrol,Manual,All geniun just 2 piece touch,https://images.olx.com.pk/thumbnails/414643080-800x600.jpeg,None,kaggle_124
Suzuki,Wagon R,2015,1680000,83000,Petrol,Manual,urgent sale  total genuan  price is negotiable,https://images.olx.com.pk/thumbnails/411724179-800x600.jpeg,None,kaggle_125
Suzuki,Cultus Vxr,2015,1625000,115000,Petrol,Manual,"I want to sale my Suzuki Cultus 2015, white color total genuine condition. non-accidental, only 1 piece touch, not painted. original engine, smooth drive, all lubricants recently changed, new tyres. Price is already reasonable, so don’t expect miracle. 
only serious buyers may contact.",https://images.olx.com.pk/thumbnails/414629699-800x600.jpeg,None,kaggle_126
Hyundai,Santro,2004,750000,177100,Petrol,Manual,Santro club ,https://images.olx.com.pk/thumbnails/408373276-800x600.jpeg,None,kaggle_127
Hyundai,Santro,2005,910000,95000,Petrol,Manual,Family used santro Club for sale in excellent condition. Total genuine inside and outside perfect engine and Suspension. original documents and life time token paid.,https://images.olx.com.pk/thumbnails/387742973-800x600.jpeg,None,kaggle_128
Hyundai,Santro,2005,800000,1234,Petrol,Manual,"Neat and Clean
Good Condition
engine ok",https://images.olx.com.pk/thumbnails/414335143-800x600.jpeg,None,kaggle_129
Kia,Picanto,2021,3100000,18000,Petrol,Automatic,Im selling Kia Picanto 2021 model. Car is in good condition. Transmission is auto. Totally genuine.,https://images.olx.com.pk/thumbnails/413183957-800x600.jpeg,None,kaggle_130
Toyota,Corolla Gli,2014,2900000,180000,Petrol,Automatic,Crolla Gli Model 2014,https://images.olx.com.pk/thumbnails/414607258-800x600.jpeg,None,kaggle_131
Toyota,Corolla Gli,2011,2550000,82000,Petrol,Manual,"Toyota Carolla 2011 full genuine
gun metallic colour
alloy rims Installed
expensive seats covers
steering cover installed
front+rear speakers Installed
sale to Nearest offer
unused spare wheel 
NOTE: TRANSFER MANDATORY",https://images.olx.com.pk/thumbnails/414114426-800x600.jpeg,None,kaggle_132
Mitsubishi,Ek Wagon,2015,2080000,50000,Petrol,Automatic,gari bilkul oky he koi kam wagera nhi original condition he gari ki bhly visit kr k ap dekh lein mechanic k sath apny WhatsApp keliye number jo dia he uper us per rabta kr lein ,https://images.olx.com.pk/thumbnails/409904550-800x600.jpeg,None,kaggle_133
Honda,City Vario,2006,1580000,160000,Petrol,Automatic,"sindh reg(all doc on hand)
non accidental 
showered outer for fresh look
mechanically perfect
transfer will be mandatory 
no foolish offers
thanks",https://images.olx.com.pk/thumbnails/414749229-800x600.jpeg,None,kaggle_134
Suzuki,Every,2010,1450000,200000,Petrol,Automatic,"warning: dellers are not alowd Plesse stay away,
 very good condition AC OK new alloy rim New tayer back camera beluthooth LCD New lether posice just buy and drive",https://images.olx.com.pk/thumbnails/413937975-800x600.jpeg,None,kaggle_135
Kia,Picanto,2021,2700000,65000,Petrol,Automatic,This car is so beautiful and it's condition is very beautiful and new. This car look like a wow.,https://images.olx.com.pk/thumbnails/411524367-800x600.jpeg,None,kaggle_136
Changan,Karvaan,2022,2600000,12700,Petrol,Manual,Bumper to bumber genuine. seat cover with extra seat. Tyre changed,https://images.olx.com.pk/thumbnails/410684977-800x600.jpeg,None,kaggle_137
Suzuki,Bolan,2019,1375000,60700,Petrol,Manual,"total genion & documents clear
alloy rims",https://images.olx.com.pk/thumbnails/387657213-800x600.jpeg,None,kaggle_138
Honda,City Ivtec,2021,4050000,29400,Petrol,Manual,"100% original. In showroom condition. Original book is available as well. All taxes paid. 2 keys available All service history log maintained. all lubricant recently changed just buy and drive car ha . New tyres installed. minor scratch on bonut. 
Driven on petrol throughout. Token tax is up to date.",https://images.olx.com.pk/thumbnails/413041539-800x600.jpeg,None,kaggle_139
Daihatsu,Cuore,2007,780000,245128,Petrol,Manual,"Coure model 2007
Gun metal color 
Outer genuine 
Inner genuine 
Ac on 
All documents clear 
Engine ok
Suspension ok
Alloy rims install
No any work required
Just buy and drive
Family used car 
Price negotiable
No give foolish offers
Only serious buyers contact
Location  gulshan e hadeed Karachi",https://images.olx.com.pk/thumbnails/403857317-800x600.jpeg,None,kaggle_140
Honda,City Vario,2005,1725000,223000,Petrol,Automatic,"Honda City Vario Automatic. 
Model 2004
Chatt bonet Pillar Diggi Genuine. 
Sides bhi kuch genuine hy but consider shower without poutine guaranteed. 
Genuine interior. 
100% Non accidental. 
Neat and clean Car 
Still in It's Genuine company fitted engine. 
Gari Boht saaf hy 
Alloy wheels. 
Tyres 70%
Android panel installed. 
Genuine Documents. 
Biometric Available.",https://images.olx.com.pk/thumbnails/412588300-800x600.jpeg,None,kaggle_141
Suzuki,Ravi,2005,290000,100000,Petrol,Manual,bolan Suzuki for sale book missing or running part missing ha file complete ha full repair ho ga kam ho gy ga urgent sale,https://images.olx.com.pk/thumbnails/410310249-800x600.jpeg,None,kaggle_142
Suzuki,Bolan,2008,720000,55000,Cng,Manual,"Exchange with Alto VXR 1000cc. 
U""m;e;r 0*3*4*4*5*6""1*3*0*0*7",https://images.olx.com.pk/thumbnails/412757348-800x600.jpeg,None,kaggle_143
Suzuki,Bolan,2009,950000,91000,Petrol,Manual,Every thing is okay Serious buyers only contact,https://images.olx.com.pk/thumbnails/414624392-800x600.jpeg,None,kaggle_144
Daihatsu,Mira,2015,1920000,70000,Petrol,Automatic,"Mira L (Pleo) limited edition
Model: 2015
Registration: 2017
Automatic transmission
Excellent condition
Inside Full original
Out side 1 piece touching 
Air Bags intact 
Android panel installed 
Chilled AC
ABS Working 
Ecoidle perfrectly working
Body color  mirrors
NEW tyres
Excellent fuel average 15-17Km/litre in city,
Out of city average 20-21Km/litre
Leather seat covers installed
Sealed powerful engine
****JUST BUY And DRIVE****
complete documents
not a penny work required
ONLY SERIOUS BUYERS
1st check the market then contact
come with ur mechanic",https://images.olx.com.pk/thumbnails/396292305-800x600.jpeg,None,kaggle_145
